#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
1700016K19Rik	Ate1	10090.ENSMUSP00000063358	10090.ENSMUSP00000033139	0	0	0	0	0	0.051	0	0.487	0.492
Dpep2-2	Dpp4	10090.ENSMUSP00000154250	10090.ENSMUSP00000044050	0	0	0	0	0	0	0	0.565	0.565
Dpep2-2	Dpp9	10090.ENSMUSP00000154250	10090.ENSMUSP00000046604	0	0	0	0	0	0	0	0.420	0.420
Dpep2-2	Ggt5	10090.ENSMUSP00000154250	10090.ENSMUSP00000072074	0.060	0	0	0	0.056	0	0	0.454	0.473
Dpep2-2	Pepd	10090.ENSMUSP00000154250	10090.ENSMUSP00000075683	0.060	0	0	0	0.068	0	0	0.467	0.492
Dpep2-2	Prep	10090.ENSMUSP00000154250	10090.ENSMUSP00000097444	0.072	0	0	0	0	0	0	0.424	0.443
Dpep3	Prss41	10090.ENSMUSP00000034371	10090.ENSMUSP00000024926	0	0	0	0	0.069	0	0	0.411	0.428
Dpep3	Hspa5	10090.ENSMUSP00000034371	10090.ENSMUSP00000028222	0	0	0	0	0	0.060	0	0.405	0.417
Dpp10	Npepps	10090.ENSMUSP00000108225	10090.ENSMUSP00000001480	0	0	0	0	0.059	0.042	0	0.422	0.434
Dpp10	Dpp7	10090.ENSMUSP00000108225	10090.ENSMUSP00000028332	0	0	0	0	0	0	0	0.571	0.571
Dpp10	Dpp8	10090.ENSMUSP00000108225	10090.ENSMUSP00000034960	0	0	0.191	0.593	0.064	0	0	0.344	0.460
Dpp10	Dpp4	10090.ENSMUSP00000108225	10090.ENSMUSP00000044050	0	0	0.112	0.855	0.064	0.326	0	0.096	0.426
Dpp10	Dpp9	10090.ENSMUSP00000108225	10090.ENSMUSP00000046604	0	0	0.187	0.589	0.064	0	0	0.346	0.459
Dpp10	Prep	10090.ENSMUSP00000108225	10090.ENSMUSP00000097444	0	0	0	0	0	0.074	0	0.483	0.501
Dpp10	Dpp6	10090.ENSMUSP00000108225	10090.ENSMUSP00000113441	0	0	0.067	0.945	0.167	0.368	0	0.410	0.672
Dpp3	Npepps	10090.ENSMUSP00000025851	10090.ENSMUSP00000001480	0	0	0	0	0.045	0	0	0.461	0.463
Dpp3	Thop1	10090.ENSMUSP00000025851	10090.ENSMUSP00000005057	0	0	0	0	0.129	0	0	0.637	0.671
Dpp3	Rbx1	10090.ENSMUSP00000025851	10090.ENSMUSP00000023036	0	0	0	0	0.079	0	0	0.424	0.448
Dpp3	Lvrn	10090.ENSMUSP00000025851	10090.ENSMUSP00000025358	0	0	0	0	0	0	0	0.472	0.472
Dpp3	Dpp9	10090.ENSMUSP00000025851	10090.ENSMUSP00000046604	0	0	0	0	0.087	0	0	0.375	0.405
Dpp3	Psen2	10090.ENSMUSP00000025851	10090.ENSMUSP00000106735	0	0	0	0	0.093	0	0	0.378	0.412
Dpp3	Mme	10090.ENSMUSP00000025851	10090.ENSMUSP00000142205	0	0	0	0	0	0	0	0.413	0.413
Dpp3	Xpnpep1	10090.ENSMUSP00000025851	10090.ENSMUSP00000138250	0	0	0	0	0.122	0.046	0	0.364	0.420
Dpp3	Dpp6	10090.ENSMUSP00000025851	10090.ENSMUSP00000113441	0	0	0	0	0.051	0.075	0	0.409	0.436
Dpp3	Dpp4	10090.ENSMUSP00000025851	10090.ENSMUSP00000044050	0	0	0	0	0.051	0.075	0	0.419	0.445
Dpp3	Dpp8	10090.ENSMUSP00000025851	10090.ENSMUSP00000034960	0	0	0	0	0.105	0	0	0.424	0.463
Dpp3	Prss12	10090.ENSMUSP00000025851	10090.ENSMUSP00000029603	0	0	0	0	0	0	0	0.493	0.493
Dpp3	Nln	10090.ENSMUSP00000025851	10090.ENSMUSP00000104938	0	0	0	0	0.100	0	0	0.506	0.536
Dpp3	Dpp7	10090.ENSMUSP00000025851	10090.ENSMUSP00000028332	0	0	0	0	0.053	0	0	0.557	0.562
Dpp3	Rnpep	10090.ENSMUSP00000025851	10090.ENSMUSP00000076564	0	0	0	0	0.066	0	0	0.558	0.570
Dpp3	Pepd	10090.ENSMUSP00000025851	10090.ENSMUSP00000075683	0	0	0	0	0.063	0.317	0	0.381	0.570
Dpp3	Mipep	10090.ENSMUSP00000025851	10090.ENSMUSP00000069840	0	0	0	0	0.077	0	0	0.581	0.597
Dpp3	Prep	10090.ENSMUSP00000025851	10090.ENSMUSP00000097444	0	0	0	0	0.097	0	0	0.617	0.639
Dpp3	Keap1	10090.ENSMUSP00000025851	10090.ENSMUSP00000131029	0	0	0	0	0.061	0.584	0	0.915	0.964
Dpp4	Tmprss2	10090.ENSMUSP00000044050	10090.ENSMUSP00000000395	0	0	0	0	0.130	0	0	0.749	0.772
Dpp4	Npepps	10090.ENSMUSP00000044050	10090.ENSMUSP00000001480	0	0	0	0	0.051	0.042	0	0.553	0.559
Dpp4	Tgfb1	10090.ENSMUSP00000044050	10090.ENSMUSP00000002678	0	0	0	0	0	0	0	0.499	0.499
Dpp4	Ggt1	10090.ENSMUSP00000044050	10090.ENSMUSP00000006508	0	0	0	0	0	0	0	0.499	0.499
Dpp4	Plg	10090.ENSMUSP00000044050	10090.ENSMUSP00000014578	0	0	0	0	0.100	0	0	0.720	0.737
Dpp4	Mmp13	10090.ENSMUSP00000044050	10090.ENSMUSP00000015394	0	0	0	0	0.074	0	0	0.520	0.536
Dpp4	Mmp9	10090.ENSMUSP00000044050	10090.ENSMUSP00000017881	0	0	0	0	0.055	0	0	0.573	0.579
Dpp4	Pcsk1	10090.ENSMUSP00000044050	10090.ENSMUSP00000022075	0	0	0	0	0	0	0	0.451	0.451
Dpp4	Mep1a	10090.ENSMUSP00000044050	10090.ENSMUSP00000024707	0	0	0	0	0.062	0	0.900	0.257	0.924
Dpp4	Lvrn	10090.ENSMUSP00000044050	10090.ENSMUSP00000025358	0	0	0	0	0.056	0.042	0	0.551	0.559
Dpp4	Hspa5	10090.ENSMUSP00000044050	10090.ENSMUSP00000028222	0	0	0	0	0.053	0	0	0.564	0.569
Dpp4	Dpp7	10090.ENSMUSP00000044050	10090.ENSMUSP00000028332	0	0	0	0	0	0	0	0.719	0.719
Dpp4	F2	10090.ENSMUSP00000044050	10090.ENSMUSP00000028681	0	0	0	0	0.097	0	0	0.411	0.445
Dpp4	Enpep	10090.ENSMUSP00000044050	10090.ENSMUSP00000029658	0	0	0	0	0.201	0.042	0	0.572	0.644
Dpp4	F3	10090.ENSMUSP00000044050	10090.ENSMUSP00000029771	0	0	0	0	0	0	0	0.410	0.410
Dpp4	Tmprss11d	10090.ENSMUSP00000044050	10090.ENSMUSP00000031175	0	0	0	0	0	0	0	0.446	0.446
Dpp4	Umod	10090.ENSMUSP00000044050	10090.ENSMUSP00000033263	0	0	0	0	0	0	0	0.436	0.436
Dpp4	Mmp10	10090.ENSMUSP00000044050	10090.ENSMUSP00000034488	0	0	0	0	0.076	0	0	0.462	0.481
Dpp4	Tmprss4	10090.ENSMUSP00000044050	10090.ENSMUSP00000034599	0	0	0	0	0.073	0	0	0.406	0.426
Dpp4	Dpp8	10090.ENSMUSP00000044050	10090.ENSMUSP00000034960	0	0	0.202	0.607	0.064	0	0	0.386	0.502
Dpp4	Lnpep	10090.ENSMUSP00000044050	10090.ENSMUSP00000036998	0	0	0	0	0.051	0.042	0	0.575	0.580
Dpp4	Gsk3b	10090.ENSMUSP00000044050	10090.ENSMUSP00000110398	0	0	0	0	0.046	0	0	0.411	0.414
Dpp4	Mmel1	10090.ENSMUSP00000044050	10090.ENSMUSP00000131753	0	0	0	0	0.047	0	0	0.430	0.434
Dpp4	Sirt1	10090.ENSMUSP00000044050	10090.ENSMUSP00000112595	0	0	0	0	0.053	0	0	0.432	0.439
Dpp4	Dpp6	10090.ENSMUSP00000044050	10090.ENSMUSP00000113441	0	0	0.122	0.833	0.064	0.323	0	0.117	0.443
Dpp4	Fap	10090.ENSMUSP00000044050	10090.ENSMUSP00000099793	0	0	0.065	0.950	0	0.093	0	0.427	0.472
Dpp4	Dpp9	10090.ENSMUSP00000044050	10090.ENSMUSP00000046604	0	0	0.192	0.600	0.064	0	0	0.390	0.498
Dpp4	Pepd	10090.ENSMUSP00000044050	10090.ENSMUSP00000075683	0	0	0	0	0.101	0	0	0.528	0.558
Dpp4	Ide	10090.ENSMUSP00000044050	10090.ENSMUSP00000121358	0	0	0	0	0	0.430	0	0.371	0.626
Dpp4	Ren1	10090.ENSMUSP00000044050	10090.ENSMUSP00000092135	0	0	0	0	0	0	0	0.659	0.659
Dpp4	Furin	10090.ENSMUSP00000044050	10090.ENSMUSP00000113793	0	0	0	0	0	0	0	0.678	0.678
Dpp4	Prep	10090.ENSMUSP00000044050	10090.ENSMUSP00000097444	0	0	0	0	0	0.074	0	0.765	0.773
Dpp4	Mep1b	10090.ENSMUSP00000044050	10090.ENSMUSP00000080866	0	0	0	0	0.079	0	0.900	0.317	0.931
Dpp4	Prcp	10090.ENSMUSP00000044050	10090.ENSMUSP00000075429	0	0	0	0	0.057	0	0.900	0.388	0.937
Dpp4	Mme	10090.ENSMUSP00000044050	10090.ENSMUSP00000142205	0	0	0	0	0.069	0	0.900	0.622	0.961
Dpp6	Npepps	10090.ENSMUSP00000113441	10090.ENSMUSP00000001480	0	0	0	0	0.051	0.042	0	0.485	0.491
Dpp6	Lvrn	10090.ENSMUSP00000113441	10090.ENSMUSP00000025358	0	0	0	0	0.051	0.042	0	0.462	0.468
Dpp6	Dpp7	10090.ENSMUSP00000113441	10090.ENSMUSP00000028332	0	0	0	0	0	0	0	0.541	0.541
Dpp6	Dpp8	10090.ENSMUSP00000113441	10090.ENSMUSP00000034960	0	0	0.185	0.585	0.064	0	0	0.349	0.460
Dpp6	Dpp9	10090.ENSMUSP00000113441	10090.ENSMUSP00000046604	0	0	0.184	0.586	0.064	0	0	0.348	0.458
Dpp6	Prep	10090.ENSMUSP00000113441	10090.ENSMUSP00000097444	0	0	0	0	0	0.074	0	0.501	0.518
Dpp7	Scpep1	10090.ENSMUSP00000028332	10090.ENSMUSP00000000287	0	0	0	0	0.161	0	0	0.333	0.417
Dpp7	Npepps	10090.ENSMUSP00000028332	10090.ENSMUSP00000001480	0	0	0	0	0.045	0	0	0.417	0.420
Dpp7	Lgmn	10090.ENSMUSP00000028332	10090.ENSMUSP00000021607	0	0	0	0	0.158	0	0	0.326	0.408
Dpp7	Prepl	10090.ENSMUSP00000028332	10090.ENSMUSP00000130967	0	0.020	0	0	0.074	0	0	0.424	0.444
Dpp7	Tpp1	10090.ENSMUSP00000028332	10090.ENSMUSP00000033184	0	0	0	0	0.132	0	0	0.400	0.457
Dpp7	Gba	10090.ENSMUSP00000028332	10090.ENSMUSP00000130660	0	0	0	0	0.240	0.222	0	0.174	0.469
Dpp7	Fap	10090.ENSMUSP00000028332	10090.ENSMUSP00000099793	0	0	0	0	0	0	0	0.628	0.628
Dpp7	Prep	10090.ENSMUSP00000028332	10090.ENSMUSP00000097444	0	0.004	0	0	0.074	0	0	0.680	0.691
Dpp7	Dpp8	10090.ENSMUSP00000028332	10090.ENSMUSP00000034960	0	0	0	0	0	0	0	0.842	0.842
Dpp7	Dpp9	10090.ENSMUSP00000028332	10090.ENSMUSP00000046604	0	0	0	0	0.046	0	0	0.885	0.886
Dpp8	Prcp	10090.ENSMUSP00000034960	10090.ENSMUSP00000075429	0	0	0	0	0.048	0	0	0.448	0.452
Dpp8	Prepl	10090.ENSMUSP00000034960	10090.ENSMUSP00000130967	0	0	0	0	0.117	0	0	0.430	0.475
Dpp8	Fap	10090.ENSMUSP00000034960	10090.ENSMUSP00000099793	0	0	0.204	0.598	0.064	0	0	0.375	0.493
Dpp8	Ubr2	10090.ENSMUSP00000034960	10090.ENSMUSP00000108963	0	0	0	0	0.400	0	0	0.273	0.545
Dpp8	Nlrp1a	10090.ENSMUSP00000034960	10090.ENSMUSP00000104158	0	0	0	0	0.047	0.408	0	0.519	0.704
Dpp8	Nlrp1b	10090.ENSMUSP00000034960	10090.ENSMUSP00000104155	0	0	0	0	0.047	0.408	0	0.671	0.798
Dpp8	Prep	10090.ENSMUSP00000034960	10090.ENSMUSP00000097444	0	0	0	0	0.070	0	0	0.799	0.805
Dpp9	Sppl2c	10090.ENSMUSP00000046604	10090.ENSMUSP00000102613	0	0	0	0	0.103	0	0	0.364	0.405
Dpp9	Prcp	10090.ENSMUSP00000046604	10090.ENSMUSP00000075429	0	0	0	0	0	0	0	0.427	0.427
Dpp9	Prepl	10090.ENSMUSP00000046604	10090.ENSMUSP00000130967	0	0	0	0	0.076	0	0	0.427	0.448
Dpp9	Fap	10090.ENSMUSP00000046604	10090.ENSMUSP00000099793	0	0	0.189	0.592	0.064	0	0	0.378	0.487
Dpp9	Nlrp1a	10090.ENSMUSP00000046604	10090.ENSMUSP00000104158	0	0	0	0	0.047	0.408	0	0.458	0.667
Dpp9	Nlrp1b	10090.ENSMUSP00000046604	10090.ENSMUSP00000104155	0	0	0	0	0.047	0.408	0	0.607	0.758
Dpp9	Prep	10090.ENSMUSP00000046604	10090.ENSMUSP00000097444	0	0	0	0	0.073	0	0	0.789	0.796
Dtl	Uhrf1	10090.ENSMUSP00000027933	10090.ENSMUSP00000001258	0	0	0	0	0.516	0	0	0.533	0.764
Dtl	Fbxo11	10090.ENSMUSP00000027933	10090.ENSMUSP00000005504	0	0	0	0	0	0.168	0	0.735	0.770
Dtl	Nedd8	10090.ENSMUSP00000027933	10090.ENSMUSP00000010520	0	0	0	0	0	0.093	0.500	0.487	0.747
Dtl	Fbxw5	10090.ENSMUSP00000027933	10090.ENSMUSP00000015239	0	0	0	0	0	0	0.720	0.272	0.787
Dtl	Ubb	10090.ENSMUSP00000027933	10090.ENSMUSP00000019649	0	0	0	0	0	0.061	0.500	0	0.510
Dtl	Ube2d1	10090.ENSMUSP00000027933	10090.ENSMUSP00000020085	0	0	0	0	0.109	0.093	0	0.345	0.424
Dtl	Mdm2	10090.ENSMUSP00000027933	10090.ENSMUSP00000020408	0	0	0	0	0	0.093	0	0.563	0.586
Dtl	Ube2b	10090.ENSMUSP00000027933	10090.ENSMUSP00000020657	0	0	0	0	0.065	0.052	0.500	0	0.518
Dtl	Pbk	10090.ENSMUSP00000027933	10090.ENSMUSP00000022612	0	0	0	0	0.615	0	0	0.243	0.696
Dtl	Rbx1	10090.ENSMUSP00000027933	10090.ENSMUSP00000023036	0	0	0	0	0	0.168	0.800	0.834	0.970
Dtl	Ube2c	10090.ENSMUSP00000027933	10090.ENSMUSP00000085581	0	0	0	0	0.292	0.052	0	0.233	0.441
Dtl	Prpf19	10090.ENSMUSP00000027933	10090.ENSMUSP00000136858	0	0	0	0.559	0.042	0	0	0.446	0.446
Dtl	Skp1a	10090.ENSMUSP00000027933	10090.ENSMUSP00000104700	0	0	0	0	0	0	0	0.466	0.466
Dtl	Gm11808	10090.ENSMUSP00000027933	10090.ENSMUSP00000086852	0	0	0	0	0	0	0.500	0	0.499
Dtl	Ubc	10090.ENSMUSP00000027933	10090.ENSMUSP00000114180	0	0	0	0	0	0.061	0.500	0	0.510
Dtl	Rps27a	10090.ENSMUSP00000027933	10090.ENSMUSP00000099909	0	0	0	0	0	0.061	0.500	0	0.510
Dtl	Rnf7	10090.ENSMUSP00000027933	10090.ENSMUSP00000052856	0	0	0	0	0	0.118	0	0.476	0.518
Dtl	Kif14	10090.ENSMUSP00000027933	10090.ENSMUSP00000139698	0	0	0	0	0.443	0	0	0.171	0.519
Dtl	Gps1	10090.ENSMUSP00000027933	10090.ENSMUSP00000133855	0	0	0	0	0	0.207	0.400	0.211	0.591
Dtl	Wdr48	10090.ENSMUSP00000027933	10090.ENSMUSP00000042509	0	0	0	0	0	0	0.500	0.287	0.628
Dtl	Skp2	10090.ENSMUSP00000027933	10090.ENSMUSP00000094225	0	0	0	0	0.307	0	0	0.532	0.662
Dtl	Usp1	10090.ENSMUSP00000027933	10090.ENSMUSP00000030289	0	0	0	0	0.126	0	0.500	0.365	0.698
Dtl	Trpc4ap	10090.ENSMUSP00000027933	10090.ENSMUSP00000037574	0	0	0	0	0	0	0.720	0.165	0.756
Dtl	Ercc8	10090.ENSMUSP00000027933	10090.ENSMUSP00000059211	0	0	0	0	0.054	0	0.720	0.513	0.859
Dtx3l	Psmb8	10090.ENSMUSP00000080601	10090.ENSMUSP00000025196	0	0	0	0	0.173	0.057	0	0.309	0.414
Dtx3l	Herc6	10090.ENSMUSP00000080601	10090.ENSMUSP00000031817	0	0	0	0	0.361	0	0	0.404	0.603
Dtx3l	Usp18	10090.ENSMUSP00000080601	10090.ENSMUSP00000032198	0	0	0	0	0.283	0.063	0	0.214	0.425
Dtx3l	Isg15	10090.ENSMUSP00000080601	10090.ENSMUSP00000082548	0	0	0	0	0.097	0.135	0	0.331	0.432
Dtx3l	Rnf213	10090.ENSMUSP00000080601	10090.ENSMUSP00000091429	0	0	0	0	0.380	0.062	0	0.190	0.487
Dtx3l	Ube2l6	10090.ENSMUSP00000080601	10090.ENSMUSP00000099702	0	0	0	0	0.103	0.117	0	0.409	0.491
Dync2h1	Shh	10090.ENSMUSP00000120007	10090.ENSMUSP00000002708	0	0	0	0	0	0	0	0.421	0.421
Dync2h1	Ptch1	10090.ENSMUSP00000120007	10090.ENSMUSP00000021921	0	0	0	0	0.048	0	0	0.463	0.467
Dync2h1	Ift172	10090.ENSMUSP00000120007	10090.ENSMUSP00000049335	0	0	0	0	0.083	0	0	0.894	0.899
Dync2h1	Tmem67	10090.ENSMUSP00000120007	10090.ENSMUSP00000052644	0	0	0	0	0.095	0	0	0.529	0.555
Dync2h1	Gli3	10090.ENSMUSP00000120007	10090.ENSMUSP00000106137	0	0	0	0	0.047	0	0.400	0.496	0.686
Ece1	Tll2	10090.ENSMUSP00000099576	10090.ENSMUSP00000025986	0	0	0	0	0	0	0	0.477	0.477
Ece1	Tll1	10090.ENSMUSP00000099576	10090.ENSMUSP00000070560	0	0	0	0	0	0	0	0.494	0.494
Ece1	Psen1	10090.ENSMUSP00000099576	10090.ENSMUSP00000098786	0	0	0	0	0.075	0	0	0.446	0.466
Ece1	Psen2	10090.ENSMUSP00000099576	10090.ENSMUSP00000106735	0	0	0	0	0.067	0	0	0.417	0.433
Ece1	Furin	10090.ENSMUSP00000099576	10090.ENSMUSP00000113793	0	0	0	0	0.077	0	0	0.418	0.440
Ece1	Ecel1	10090.ENSMUSP00000099576	10090.ENSMUSP00000125096	0	0	0.098	0.885	0	0.595	0	0.100	0.642
Ece1	Ide	10090.ENSMUSP00000099576	10090.ENSMUSP00000121358	0	0	0	0	0.046	0	0	0.807	0.808
Ece2	Psen2	10090.ENSMUSP00000003898	10090.ENSMUSP00000106735	0	0	0	0	0.056	0	0	0.412	0.421
Ece2	Furin	10090.ENSMUSP00000003898	10090.ENSMUSP00000113793	0	0	0	0	0.054	0	0	0.419	0.427
Ece2	Ecel1	10090.ENSMUSP00000003898	10090.ENSMUSP00000125096	0	0	0.100	0.880	0.057	0.368	0	0.103	0.454
Ece2	Psen1	10090.ENSMUSP00000003898	10090.ENSMUSP00000098786	0	0	0	0	0.075	0	0	0.456	0.476
Ece2	Ide	10090.ENSMUSP00000003898	10090.ENSMUSP00000121358	0	0	0	0	0.046	0	0	0.817	0.818
Ecpas	Psmd2	10090.ENSMUSP00000099953	10090.ENSMUSP00000007212	0	0	0	0	0.151	0.576	0	0.255	0.708
Ecpas	Psmd3	10090.ENSMUSP00000099953	10090.ENSMUSP00000017365	0	0	0	0	0.127	0.803	0	0.254	0.860
Ecpas	Psmd11	10090.ENSMUSP00000099953	10090.ENSMUSP00000017572	0	0	0	0	0.050	0.824	0	0.306	0.874
Ecpas	Psme3	10090.ENSMUSP00000099953	10090.ENSMUSP00000019470	0	0	0	0	0	0	0	0.531	0.531
Ecpas	Psmc5	10090.ENSMUSP00000099953	10090.ENSMUSP00000021049	0	0	0	0	0.054	0.841	0	0.533	0.924
Ecpas	Psma6	10090.ENSMUSP00000099953	10090.ENSMUSP00000021412	0	0	0	0	0.051	0.425	0	0.051	0.437
Ecpas	Psmc1	10090.ENSMUSP00000099953	10090.ENSMUSP00000021595	0	0	0	0	0.113	0.653	0	0.637	0.878
Ecpas	Psmd6	10090.ENSMUSP00000099953	10090.ENSMUSP00000022256	0	0	0	0	0.164	0.665	0	0.388	0.813
Ecpas	Psmc6	10090.ENSMUSP00000099953	10090.ENSMUSP00000022380	0	0	0	0	0.112	0.796	0	0.453	0.893
Ecpas	Psmb5	10090.ENSMUSP00000099953	10090.ENSMUSP00000022803	0	0	0	0	0.051	0.428	0	0.162	0.505
Ecpas	Psmb8	10090.ENSMUSP00000099953	10090.ENSMUSP00000025196	0	0	0	0	0.051	0.428	0	0.197	0.526
Ecpas	Huwe1	10090.ENSMUSP00000099953	10090.ENSMUSP00000026292	0	0	0	0	0.355	0	0	0.151	0.429
Ecpas	Psmd13	10090.ENSMUSP00000099953	10090.ENSMUSP00000026560	0	0	0	0	0	0.667	0	0.247	0.738
Ecpas	Psmd1	10090.ENSMUSP00000099953	10090.ENSMUSP00000027432	0	0	0	0	0.279	0.747	0	0.475	0.896
Ecpas	Psmb7	10090.ENSMUSP00000099953	10090.ENSMUSP00000028083	0	0	0	0	0.103	0.279	0	0.282	0.495
Ecpas	Psmd14	10090.ENSMUSP00000099953	10090.ENSMUSP00000028278	0	0	0	0	0.156	0.855	0	0.482	0.931
Ecpas	Psma7	10090.ENSMUSP00000099953	10090.ENSMUSP00000029082	0	0	0	0	0.056	0.664	0	0.152	0.707
Ecpas	Rad23b	10090.ENSMUSP00000099953	10090.ENSMUSP00000030134	0	0	0	0	0.079	0.445	0	0.448	0.693
Ecpas	Psmb2	10090.ENSMUSP00000099953	10090.ENSMUSP00000030642	0	0	0	0	0.051	0.519	0	0.090	0.548
Ecpas	Psmc2	10090.ENSMUSP00000099953	10090.ENSMUSP00000030769	0	0	0	0	0.069	0.819	0	0.150	0.844
Ecpas	Psmc4	10090.ENSMUSP00000099953	10090.ENSMUSP00000032824	0	0	0	0	0.103	0.694	0	0.324	0.798
Ecpas	Eif3f	10090.ENSMUSP00000099953	10090.ENSMUSP00000033342	0	0	0	0	0.069	0.366	0	0.167	0.465
Ecpas	Psmb10	10090.ENSMUSP00000099953	10090.ENSMUSP00000034369	0	0	0	0	0.101	0.279	0	0.148	0.400
Ecpas	Psma4	10090.ENSMUSP00000099953	10090.ENSMUSP00000034848	0	0	0	0	0.136	0.289	0	0.199	0.465
Ecpas	Fbxw4	10090.ENSMUSP00000099953	10090.ENSMUSP00000036505	0	0	0	0	0	0	0	0.438	0.438
Ecpas	Psmf1	10090.ENSMUSP00000099953	10090.ENSMUSP00000041184	0	0	0	0	0	0	0	0.484	0.483
Ecpas	Psmd7	10090.ENSMUSP00000099953	10090.ENSMUSP00000041968	0	0	0	0	0.128	0.767	0	0.321	0.850
Ecpas	Psma8	10090.ENSMUSP00000099953	10090.ENSMUSP00000042590	0	0	0	0	0.051	0.664	0	0.381	0.785
Ecpas	Psme4	10090.ENSMUSP00000099953	10090.ENSMUSP00000045460	0	0	0	0	0.307	0.137	0	0.548	0.706
Ecpas	Psmd8	10090.ENSMUSP00000099953	10090.ENSMUSP00000051657	0	0	0	0	0	0.767	0	0.453	0.867
Ecpas	Stambpl1	10090.ENSMUSP00000099953	10090.ENSMUSP00000059927	0	0	0	0	0.069	0.366	0	0.119	0.434
Ecpas	Stambp	10090.ENSMUSP00000099953	10090.ENSMUSP00000070876	0	0	0	0	0.081	0.366	0	0.119	0.442
Ecpas	Psmc3	10090.ENSMUSP00000099953	10090.ENSMUSP00000071054	0	0	0	0	0.153	0.813	0	0.480	0.910
Ecpas	Psmd4	10090.ENSMUSP00000099953	10090.ENSMUSP00000071589	0	0	0	0	0.108	0.725	0	0.623	0.899
Ecpas	Mysm1	10090.ENSMUSP00000099953	10090.ENSMUSP00000075269	0	0	0	0	0.120	0.549	0	0.252	0.677
Ecpas	Psma5	10090.ENSMUSP00000099953	10090.ENSMUSP00000088057	0	0	0	0	0.051	0.408	0	0.083	0.439
Ecpas	Usp14	10090.ENSMUSP00000099953	10090.ENSMUSP00000089728	0	0	0	0	0.071	0.559	0	0.602	0.822
Ecpas	Psma3	10090.ENSMUSP00000099953	10090.ENSMUSP00000125548	0	0	0	0	0.060	0.279	0	0.294	0.480
Ecpas	Rad23a	10090.ENSMUSP00000099953	10090.ENSMUSP00000105383	0	0	0	0	0.065	0.445	0	0.117	0.501
Ecpas	Uchl5	10090.ENSMUSP00000099953	10090.ENSMUSP00000140106	0	0	0	0	0.065	0.280	0	0.434	0.586
Ecpas	Psmb11	10090.ENSMUSP00000099953	10090.ENSMUSP00000132140	0	0	0	0	0.051	0.384	0	0.361	0.594
Ecpas	Gm5136	10090.ENSMUSP00000099953	10090.ENSMUSP00000151516	0	0	0	0	0.118	0.549	0	0.178	0.644
Ecpas	Mpnd	10090.ENSMUSP00000099953	10090.ENSMUSP00000119745	0	0	0	0	0.118	0.549	0	0.178	0.644
Ecpas	Gm9774	10090.ENSMUSP00000099953	10090.ENSMUSP00000141274	0	0	0	0	0	0.559	0	0.255	0.657
Ecpas	Psma2	10090.ENSMUSP00000099953	10090.ENSMUSP00000129767	0	0	0	0	0	0.787	0	0.104	0.801
Edem1	Hsp90b1	10090.ENSMUSP00000086565	10090.ENSMUSP00000020238	0	0	0	0	0.103	0.121	0	0.808	0.835
Edem1	Sel1l	10090.ENSMUSP00000086565	10090.ENSMUSP00000021347	0	0	0	0	0.254	0.479	0	0.829	0.928
Edem1	Hspa5	10090.ENSMUSP00000086565	10090.ENSMUSP00000028222	0	0	0	0	0.124	0.085	0	0.872	0.888
Edem1	Vcp	10090.ENSMUSP00000086565	10090.ENSMUSP00000030164	0	0	0	0	0.065	0.065	0	0.612	0.631
Edem1	Eif2ak3	10090.ENSMUSP00000086565	10090.ENSMUSP00000034093	0	0	0	0	0.138	0	0	0.494	0.545
Edem1	Stt3b	10090.ENSMUSP00000086565	10090.ENSMUSP00000035010	0	0	0	0	0.131	0.065	0	0.337	0.415
Edem1	Nploc4	10090.ENSMUSP00000086565	10090.ENSMUSP00000035851	0	0	0	0	0.074	0.065	0	0.486	0.516
Edem1	Uggt1	10090.ENSMUSP00000086565	10090.ENSMUSP00000037930	0	0	0	0	0.177	0.121	0	0.749	0.803
Edem1	Edem2	10090.ENSMUSP00000086565	10090.ENSMUSP00000041202	0	0	0.066	0.851	0.110	0	0.900	0.178	0.922
Edem1	Xbp1	10090.ENSMUSP00000086565	10090.ENSMUSP00000054852	0	0	0	0	0.115	0	0	0.845	0.857
Edem1	Edem3	10090.ENSMUSP00000086565	10090.ENSMUSP00000058941	0	0	0	0.845	0.080	0.117	0.900	0.273	0.933
Edem1	Mbtps2	10090.ENSMUSP00000086565	10090.ENSMUSP00000059471	0	0	0	0	0.046	0	0	0.542	0.544
Edem1	Ero1lb	10090.ENSMUSP00000086565	10090.ENSMUSP00000071864	0	0	0	0	0.154	0	0	0.570	0.621
Edem1	Erlec1	10090.ENSMUSP00000086565	10090.ENSMUSP00000072929	0	0	0	0	0.046	0.123	0	0.610	0.645
Edem1	Ube2g2	10090.ENSMUSP00000086565	10090.ENSMUSP00000133515	0	0	0	0	0.057	0	0	0.488	0.496
Edem1	Ube2j1	10090.ENSMUSP00000086565	10090.ENSMUSP00000118333	0	0	0	0	0.058	0.121	0	0.457	0.511
Edem1	Mbtps1	10090.ENSMUSP00000086565	10090.ENSMUSP00000095965	0	0	0	0	0.047	0	0	0.515	0.518
Edem1	Ufd1	10090.ENSMUSP00000086565	10090.ENSMUSP00000111241	0	0	0	0	0.087	0	0	0.580	0.601
