#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
0610010F05Rik	Ttll1	10090.ENSMUSP00000044265	10090.ENSMUSP00000016897	0	0	0	0	0.054	0.495	0	0	0.501
Gata3	Il33	10090.ENSMUSP00000100041	10090.ENSMUSP00000025724	0	0	0	0	0.042	0	0.400	0.722	0.826
Gata3	Rela	10090.ENSMUSP00000100041	10090.ENSMUSP00000025867	0	0	0	0	0	0.090	0	0.390	0.421
Gata3	Il23a	10090.ENSMUSP00000100041	10090.ENSMUSP00000026449	0	0	0	0	0.090	0	0	0.389	0.420
Gata3	Hras	10090.ENSMUSP00000100041	10090.ENSMUSP00000026572	0	0	0	0	0.091	0.070	0	0.389	0.438
Gata3	Hprt	10090.ENSMUSP00000100041	10090.ENSMUSP00000026723	0	0	0	0	0.055	0.052	0	0.392	0.407
Gata3	Il6	10090.ENSMUSP00000100041	10090.ENSMUSP00000026845	0	0	0	0	0	0	0	0.703	0.703
Gata3	Il17a	10090.ENSMUSP00000100041	10090.ENSMUSP00000027061	0	0	0	0	0	0	0	0.824	0.824
Gata3	Zap70	10090.ENSMUSP00000100041	10090.ENSMUSP00000027291	0	0	0	0	0.106	0.093	0	0.441	0.507
Gata3	Pdcd1	10090.ENSMUSP00000100041	10090.ENSMUSP00000027507	0	0	0	0	0.125	0	0	0.521	0.563
Gata3	Tnfsf4	10090.ENSMUSP00000100041	10090.ENSMUSP00000028024	0	0	0	0	0.080	0	0	0.502	0.522
Gata3	Il2ra	10090.ENSMUSP00000100041	10090.ENSMUSP00000028111	0	0	0	0	0.155	0	0	0.691	0.727
Gata3	Notch1	10090.ENSMUSP00000100041	10090.ENSMUSP00000028288	0	0	0	0	0.058	0.090	0	0.582	0.611
Gata3	Jag1	10090.ENSMUSP00000100041	10090.ENSMUSP00000028735	0	0	0	0	0	0.090	0	0.458	0.485
Gata3	Il1b	10090.ENSMUSP00000100041	10090.ENSMUSP00000028881	0	0	0	0	0	0	0	0.606	0.606
Gata3	Il2	10090.ENSMUSP00000100041	10090.ENSMUSP00000029275	0	0	0	0	0	0	0	0.742	0.742
Gata3	Lef1	10090.ENSMUSP00000100041	10090.ENSMUSP00000029611	0	0	0	0	0.170	0.068	0	0.575	0.643
Gata3	Tlr2	10090.ENSMUSP00000100041	10090.ENSMUSP00000029623	0	0	0	0	0	0.045	0	0.413	0.416
Gata3	Rorc	10090.ENSMUSP00000100041	10090.ENSMUSP00000029795	0	0	0	0	0.045	0.050	0	0.819	0.821
Gata3	Klrg1	10090.ENSMUSP00000100041	10090.ENSMUSP00000032207	0	0	0	0	0.106	0	0	0.694	0.714
Gata3	Lag3	10090.ENSMUSP00000100041	10090.ENSMUSP00000032217	0	0	0	0	0.091	0.050	0	0.516	0.545
Gata3	Klrk1	10090.ENSMUSP00000100041	10090.ENSMUSP00000032252	0	0	0	0	0	0	0	0.406	0.406
Gata3	Klrc1	10090.ENSMUSP00000100041	10090.ENSMUSP00000032270	0	0	0	0	0.095	0	0	0.426	0.458
Gata3	Il21r	10090.ENSMUSP00000100041	10090.ENSMUSP00000033000	0	0	0	0	0.081	0	0	0.465	0.487
Gata3	Il4ra	10090.ENSMUSP00000100041	10090.ENSMUSP00000033004	0	0	0	0	0	0.093	0	0.656	0.675
Gata3	Il15	10090.ENSMUSP00000100041	10090.ENSMUSP00000034148	0	0	0	0	0	0	0	0.577	0.577
Gata3	Rora	10090.ENSMUSP00000100041	10090.ENSMUSP00000034766	0	0	0	0	0.047	0.050	0	0.749	0.753
Gata3	Smad3	10090.ENSMUSP00000100041	10090.ENSMUSP00000034973	0	0	0	0	0.055	0.067	0	0.532	0.551
Gata3	Myd88	10090.ENSMUSP00000100041	10090.ENSMUSP00000035092	0	0	0	0	0	0.092	0	0.430	0.460
Gata3	Rag2	10090.ENSMUSP00000100041	10090.ENSMUSP00000038204	0	0	0	0	0	0	0	0.608	0.608
Gata3	Il25	10090.ENSMUSP00000100041	10090.ENSMUSP00000039641	0	0	0	0	0	0	0	0.410	0.410
Gata3	Irf8	10090.ENSMUSP00000100041	10090.ENSMUSP00000040245	0	0	0	0	0	0.065	0	0.414	0.429
Gata3	Rbpj	10090.ENSMUSP00000100041	10090.ENSMUSP00000040694	0	0	0	0	0.060	0.093	0	0.499	0.536
Gata3	Il5	10090.ENSMUSP00000100041	10090.ENSMUSP00000043369	0	0	0	0	0.041	0	0	0.850	0.850
Gata3	Tlr4	10090.ENSMUSP00000100041	10090.ENSMUSP00000045770	0	0	0	0	0.043	0.045	0	0.437	0.441
Gata3	Il17f	10090.ENSMUSP00000100041	10090.ENSMUSP00000046960	0	0	0	0	0	0	0	0.653	0.653
Gata3	Jak3	10090.ENSMUSP00000100041	10090.ENSMUSP00000060073	0	0	0	0	0.054	0.093	0	0.456	0.493
Gata3	Ifng	10090.ENSMUSP00000100041	10090.ENSMUSP00000063800	0	0	0	0	0.144	0	0	0.846	0.863
Gata3	Jak2	10090.ENSMUSP00000100041	10090.ENSMUSP00000064394	0	0	0	0	0.054	0.093	0	0.415	0.454
Gata3	Nfil3	10090.ENSMUSP00000100041	10090.ENSMUSP00000065363	0	0	0	0	0	0.094	0	0.643	0.663
Gata3	Serpinb9d	10090.ENSMUSP00000100041	10090.ENSMUSP00000067710	0	0	0	0	0	0	0	0.648	0.648
Gata3	Serpinb9e	10090.ENSMUSP00000100041	10090.ENSMUSP00000071769	0	0	0	0	0	0	0	0.648	0.648
Gata3	Serpinb9f	10090.ENSMUSP00000100041	10090.ENSMUSP00000074958	0	0	0	0	0	0	0	0.648	0.648
Gata3	Rag1	10090.ENSMUSP00000100041	10090.ENSMUSP00000077584	0	0	0	0	0	0	0	0.627	0.627
Gata3	Notch2	10090.ENSMUSP00000100041	10090.ENSMUSP00000078741	0	0	0	0	0	0.090	0	0.406	0.436
Gata3	Serpinb9g	10090.ENSMUSP00000100041	10090.ENSMUSP00000080597	0	0	0	0	0	0	0	0.648	0.648
Gata3	Stat6	10090.ENSMUSP00000100041	10090.ENSMUSP00000089708	0	0	0	0	0.067	0.050	0	0.814	0.821
Gata3	Src	10090.ENSMUSP00000100041	10090.ENSMUSP00000090237	0	0	0	0	0.057	0.093	0	0.471	0.509
Gata3	Serpinb9	10090.ENSMUSP00000100041	10090.ENSMUSP00000099002	0	0	0	0	0.057	0	0	0.648	0.653
Gata3	Mtor	10090.ENSMUSP00000100041	10090.ENSMUSP00000099510	0	0	0	0	0	0.120	0	0.410	0.458
Gata3	Rel	10090.ENSMUSP00000100041	10090.ENSMUSP00000099928	0	0	0	0	0	0.090	0	0.387	0.418
Gata3	Sh2d1a	10090.ENSMUSP00000100041	10090.ENSMUSP00000141070	0	0	0	0	0.111	0	0	0.355	0.403
Gata3	Txk	10090.ENSMUSP00000100041	10090.ENSMUSP00000129397	0	0	0	0	0.127	0.093	0	0.334	0.427
Gata3	Il12b	10090.ENSMUSP00000100041	10090.ENSMUSP00000125867	0	0	0	0	0	0	0	0.436	0.436
Gata3	Irf1	10090.ENSMUSP00000100041	10090.ENSMUSP00000104548	0	0	0	0	0	0.065	0	0.433	0.447
Gata3	Klrd1	10090.ENSMUSP00000100041	10090.ENSMUSP00000107694	0	0	0	0	0.057	0	0	0.438	0.448
Gata3	Icosl	10090.ENSMUSP00000100041	10090.ENSMUSP00000101032	0	0	0	0	0.091	0.055	0	0.458	0.493
Gata3	Il18r1	10090.ENSMUSP00000100041	10090.ENSMUSP00000103679	0	0	0	0	0.126	0	0	0.479	0.526
Gata3	Il21	10090.ENSMUSP00000100041	10090.ENSMUSP00000124668	0	0	0	0	0.090	0	0	0.512	0.538
Gata3	Itk	10090.ENSMUSP00000100041	10090.ENSMUSP00000104860	0	0	0	0	0.131	0.093	0	0.477	0.552
Gata3	Il18	10090.ENSMUSP00000100041	10090.ENSMUSP00000151002	0	0	0	0	0.091	0	0	0.542	0.565
Gata3	Kat5	10090.ENSMUSP00000100041	10090.ENSMUSP00000109271	0	0	0	0	0	0	0.500	0.190	0.577
Gata3	Trp53	10090.ENSMUSP00000100041	10090.ENSMUSP00000104298	0	0	0	0	0.091	0.082	0	0.540	0.582
Gata3	Il23r	10090.ENSMUSP00000100041	10090.ENSMUSP00000113342	0	0	0	0	0	0	0	0.601	0.601
Gata3	Prf1	10090.ENSMUSP00000100041	10090.ENSMUSP00000151354	0	0	0	0	0.080	0.049	0	0.581	0.602
Gata3	Lck	10090.ENSMUSP00000100041	10090.ENSMUSP00000125777	0	0	0	0	0.125	0.093	0	0.562	0.622
Gata3	Prdm1	10090.ENSMUSP00000100041	10090.ENSMUSP00000101129	0	0	0	0	0.042	0	0	0.628	0.629
Gata3	Il7	10090.ENSMUSP00000100041	10090.ENSMUSP00000141845	0	0	0	0	0.086	0	0	0.644	0.661
Gata3	Stat5b	10090.ENSMUSP00000100041	10090.ENSMUSP00000102981	0	0	0	0	0.067	0.050	0	0.679	0.690
Gata3	Stat3	10090.ENSMUSP00000100041	10090.ENSMUSP00000120152	0	0	0	0	0.067	0.052	0	0.795	0.803
Gata3	Stat5a	10090.ENSMUSP00000100041	10090.ENSMUSP00000102980	0	0	0	0	0.067	0.050	0	0.810	0.817
Gata3	Stat1	10090.ENSMUSP00000100041	10090.ENSMUSP00000141132	0	0	0	0	0.067	0.071	0	0.818	0.829
Gbf1	Rsad2	10090.ENSMUSP00000026254	10090.ENSMUSP00000020970	0	0	0	0	0	0	0	0.448	0.448
Gbf1	Kif5b	10090.ENSMUSP00000026254	10090.ENSMUSP00000025083	0	0	0	0	0.050	0.059	0.500	0	0.513
Gbf1	Kif16b	10090.ENSMUSP00000026254	10090.ENSMUSP00000042551	0	0	0	0	0.048	0	0.500	0	0.503
Gbp10	Iigp1	10090.ENSMUSP00000069042	10090.ENSMUSP00000032473	0	0	0	0	0.048	0	0	0.450	0.454
Gbp10	Tgtp2	10090.ENSMUSP00000069042	10090.ENSMUSP00000045025	0	0	0	0	0.048	0	0	0.552	0.555
Gbp10	Igtp	10090.ENSMUSP00000069042	10090.ENSMUSP00000047356	0	0	0	0	0.048	0	0	0.443	0.447
Gbp10	Irgm2	10090.ENSMUSP00000069042	10090.ENSMUSP00000056001	0	0	0	0	0.048	0	0	0.439	0.443
Gbp10	Oasl1	10090.ENSMUSP00000069042	10090.ENSMUSP00000107771	0	0	0	0	0.065	0	0	0.399	0.414
Gbp10	Tgtp1	10090.ENSMUSP00000069042	10090.ENSMUSP00000069914	0	0	0	0	0.048	0	0	0.580	0.583
Gbp2	Ifi35	10090.ENSMUSP00000132435	10090.ENSMUSP00000010502	0	0	0	0	0.441	0	0	0.430	0.667
Gbp2	Rsad2	10090.ENSMUSP00000132435	10090.ENSMUSP00000020970	0	0	0	0	0.257	0	0	0.495	0.609
Gbp2	Gsdmd	10090.ENSMUSP00000132435	10090.ENSMUSP00000023238	0	0	0	0	0.131	0	0	0.365	0.424
Gbp2	Ifnar1	10090.ENSMUSP00000132435	10090.ENSMUSP00000023689	0	0	0	0	0.080	0	0	0.398	0.423
Gbp2	Serping1	10090.ENSMUSP00000132435	10090.ENSMUSP00000023994	0	0	0	0	0.194	0	0	0.418	0.511
Gbp2	H2-K1	10090.ENSMUSP00000132435	10090.ENSMUSP00000025181	0	0	0	0	0.361	0	0	0.272	0.515
Gbp2	Tap2	10090.ENSMUSP00000132435	10090.ENSMUSP00000025197	0	0	0	0	0.426	0	0	0.124	0.475
Gbp2	Tnf	10090.ENSMUSP00000132435	10090.ENSMUSP00000025263	0	0	0	0	0.164	0	0	0.362	0.444
Gbp2	Ifitm3	10090.ENSMUSP00000132435	10090.ENSMUSP00000026565	0	0	0	0	0.318	0.059	0	0.392	0.575
Gbp2	Irf7	10090.ENSMUSP00000132435	10090.ENSMUSP00000026571	0	0	0	0	0.324	0	0	0.491	0.641
Gbp2	Ifih1	10090.ENSMUSP00000132435	10090.ENSMUSP00000028259	0	0	0	0	0.586	0.222	0	0.598	0.859
Gbp2	Nmi	10090.ENSMUSP00000132435	10090.ENSMUSP00000028314	0	0	0	0	0.513	0	0	0.105	0.546
Gbp2	Il1b	10090.ENSMUSP00000132435	10090.ENSMUSP00000028881	0	0	0	0	0.195	0	0	0.374	0.475
Gbp2	Zbp1	10090.ENSMUSP00000132435	10090.ENSMUSP00000029018	0	0	0	0	0.466	0	0	0.123	0.512
Gbp2	Tlr2	10090.ENSMUSP00000132435	10090.ENSMUSP00000029623	0	0	0	0	0.234	0	0	0.260	0.409
Gbp2	Ifi44	10090.ENSMUSP00000132435	10090.ENSMUSP00000029671	0	0	0	0	0.357	0	0	0.478	0.650
Gbp2	Gbp2b	10090.ENSMUSP00000132435	10090.ENSMUSP00000029936	0	0	0.052	0.977	0.299	0	0.900	0.393	0.954
Gbp2	Gbp8	10090.ENSMUSP00000132435	10090.ENSMUSP00000031235	0	0	0.076	0.929	0.397	0.072	0	0.085	0.463
Gbp2	Oasl2	10090.ENSMUSP00000132435	10090.ENSMUSP00000031542	0	0	0	0	0.577	0	0	0.399	0.735
Gbp2	Herc6	10090.ENSMUSP00000132435	10090.ENSMUSP00000031817	0	0	0	0	0.288	0	0	0.284	0.468
Gbp2	Iigp1	10090.ENSMUSP00000132435	10090.ENSMUSP00000032473	0	0	0	0	0.660	0.226	0	0.708	0.916
Gbp2	Trim21	10090.ENSMUSP00000132435	10090.ENSMUSP00000033264	0	0	0	0	0.564	0	0	0.260	0.663
Gbp2	Tlr3	10090.ENSMUSP00000132435	10090.ENSMUSP00000034056	0	0	0	0	0.248	0	0	0.296	0.448
Gbp2	Oas3	10090.ENSMUSP00000132435	10090.ENSMUSP00000035588	0	0	0	0	0.194	0	0	0.375	0.475
Gbp2	Parp14	10090.ENSMUSP00000132435	10090.ENSMUSP00000037657	0	0	0	0	0.562	0	0	0.273	0.668
Gbp2	Irf8	10090.ENSMUSP00000132435	10090.ENSMUSP00000040245	0	0	0	0	0.154	0	0	0.392	0.464
Gbp2	Ifi44l	10090.ENSMUSP00000132435	10090.ENSMUSP00000044765	0	0	0	0	0.117	0	0	0.404	0.452
Gbp2	Tgtp2	10090.ENSMUSP00000132435	10090.ENSMUSP00000045025	0	0	0	0	0.240	0	0	0.664	0.733
Gbp2	Igtp	10090.ENSMUSP00000132435	10090.ENSMUSP00000047356	0	0	0	0	0.686	0	0	0.690	0.898
Gbp2	Gbp7	10090.ENSMUSP00000132435	10090.ENSMUSP00000049104	0	0	0.067	0.946	0.700	0.072	0	0.082	0.729
Gbp2	Irgm1	10090.ENSMUSP00000132435	10090.ENSMUSP00000050446	0	0	0	0	0.683	0	0	0.577	0.860
Gbp2	Irgm2	10090.ENSMUSP00000132435	10090.ENSMUSP00000056001	0	0	0	0	0.660	0	0	0.605	0.860
Gbp2	Ifnb1	10090.ENSMUSP00000132435	10090.ENSMUSP00000056720	0	0	0	0	0.106	0	0	0.451	0.488
Gbp2	Ifng	10090.ENSMUSP00000132435	10090.ENSMUSP00000063800	0	0	0	0	0.131	0	0	0.527	0.572
Gbp2	Tgtp1	10090.ENSMUSP00000132435	10090.ENSMUSP00000069914	0	0	0	0	0.213	0	0	0.522	0.608
Gbp2	Trim30a	10090.ENSMUSP00000132435	10090.ENSMUSP00000076189	0	0	0	0	0.337	0	0	0.133	0.400
Gbp2	H2-Q2	10090.ENSMUSP00000132435	10090.ENSMUSP00000078138	0	0	0	0	0.118	0	0	0.391	0.440
Gbp2	Oas1a	10090.ENSMUSP00000132435	10090.ENSMUSP00000079198	0	0	0	0	0.339	0	0	0.309	0.524
Gbp2	Oas2	10090.ENSMUSP00000132435	10090.ENSMUSP00000080209	0	0	0	0	0.203	0	0	0.483	0.570
Gbp2	Isg15	10090.ENSMUSP00000132435	10090.ENSMUSP00000082548	0	0	0	0	0.177	0	0	0.513	0.582
Gbp2	Stat2	10090.ENSMUSP00000132435	10090.ENSMUSP00000082855	0	0	0	0	0.230	0	0	0.443	0.553
Gbp2	Oas1g	10090.ENSMUSP00000132435	10090.ENSMUSP00000083555	0	0	0	0	0.221	0	0	0.398	0.511
Gbp2	Icam1	10090.ENSMUSP00000132435	10090.ENSMUSP00000083587	0	0	0	0	0.305	0	0	0.221	0.436
Gbp2	Gbp5	10090.ENSMUSP00000132435	10090.ENSMUSP00000087587	0	0	0.065	0.950	0.281	0.139	0.900	0.080	0.937
Gbp2	Gbp4	10090.ENSMUSP00000132435	10090.ENSMUSP00000098522	0	0	0.077	0.927	0.329	0.072	0	0.623	0.754
Gbp2	H2-T23	10090.ENSMUSP00000132435	10090.ENSMUSP00000099739	0	0	0	0	0.310	0	0	0.366	0.544
Gbp2	Ifit1	10090.ENSMUSP00000132435	10090.ENSMUSP00000099888	0	0	0	0	0.563	0	0	0.573	0.805
Gbp2	Ifit3	10090.ENSMUSP00000132435	10090.ENSMUSP00000099889	0	0	0	0	0.567	0	0	0.576	0.808
Gbp2	Ifit2	10090.ENSMUSP00000132435	10090.ENSMUSP00000099890	0	0	0	0	0.466	0	0	0.709	0.837
Gbp2	Ifitm1	10090.ENSMUSP00000132435	10090.ENSMUSP00000101657	0	0	0	0	0.120	0.059	0	0.375	0.437
Gbp2	Gbp3	10090.ENSMUSP00000132435	10090.ENSMUSP00000101828	0	0	0.066	0.948	0.928	0.072	0	0.786	0.984
Gbp2	Irf1	10090.ENSMUSP00000132435	10090.ENSMUSP00000104548	0	0	0	0	0.624	0	0	0.647	0.861
Gbp2	Ifi204	10090.ENSMUSP00000132435	10090.ENSMUSP00000106845	0	0	0	0	0.302	0	0	0.399	0.563
Gbp2	Oasl1	10090.ENSMUSP00000132435	10090.ENSMUSP00000107771	0	0	0	0	0.222	0	0	0.398	0.512
Gbp2	Parp9	10090.ENSMUSP00000132435	10090.ENSMUSP00000110528	0	0	0	0	0.556	0	0	0.249	0.652
Gbp2	Isg20	10090.ENSMUSP00000132435	10090.ENSMUSP00000112621	0	0	0	0	0.186	0	0	0.444	0.528
Gbp2	Lgals3	10090.ENSMUSP00000132435	10090.ENSMUSP00000118169	0	0	0	0	0.141	0	0	0.533	0.582
Gbp2	Tap1	10090.ENSMUSP00000132435	10090.ENSMUSP00000128401	0	0	0	0	0.394	0	0	0.255	0.529
Gbp2	H2-Eb1	10090.ENSMUSP00000132435	10090.ENSMUSP00000158533	0	0	0	0	0.223	0	0	0.272	0.410
Gbp2	Nlrc5	10090.ENSMUSP00000132435	10090.ENSMUSP00000148677	0	0	0	0	0.448	0	0	0.275	0.582
Gbp2	Gbp6	10090.ENSMUSP00000132435	10090.ENSMUSP00000142518	0	0	0.070	0.941	0.581	0.072	0	0.080	0.622
Gbp2	Il18	10090.ENSMUSP00000132435	10090.ENSMUSP00000151002	0	0	0	0	0.066	0	0	0.677	0.685
Gbp2	Stat1	10090.ENSMUSP00000132435	10090.ENSMUSP00000141132	0	0	0	0	0.593	0	0	0.555	0.811
Gbp2b	Ifi202b	10090.ENSMUSP00000029936	10090.ENSMUSP00000000266	0	0	0	0	0.197	0	0	0.307	0.420
Gbp2b	Irf3	10090.ENSMUSP00000029936	10090.ENSMUSP00000003284	0	0	0	0	0.048	0	0	0.412	0.416
Gbp2b	Ifi35	10090.ENSMUSP00000029936	10090.ENSMUSP00000010502	0	0	0	0	0.100	0	0	0.490	0.521
Gbp2b	Rsad2	10090.ENSMUSP00000029936	10090.ENSMUSP00000020970	0	0	0	0	0.157	0	0	0.608	0.655
Gbp2b	Ifnar1	10090.ENSMUSP00000029936	10090.ENSMUSP00000023689	0	0	0	0	0.080	0	0	0.386	0.410
Gbp2b	Tnf	10090.ENSMUSP00000029936	10090.ENSMUSP00000025263	0	0	0	0	0.118	0	0	0.391	0.440
Gbp2b	Ifitm3	10090.ENSMUSP00000029936	10090.ENSMUSP00000026565	0	0	0	0	0.060	0.059	0	0.485	0.504
Gbp2b	Irf7	10090.ENSMUSP00000029936	10090.ENSMUSP00000026571	0	0	0	0	0.145	0	0	0.687	0.720
Gbp2b	Il6	10090.ENSMUSP00000029936	10090.ENSMUSP00000026845	0	0	0	0	0.110	0	0	0.367	0.413
Gbp2b	Ifih1	10090.ENSMUSP00000029936	10090.ENSMUSP00000028259	0	0	0	0	0.149	0	0	0.640	0.680
Gbp2b	Il1b	10090.ENSMUSP00000029936	10090.ENSMUSP00000028881	0	0	0	0	0.142	0	0	0.386	0.451
Gbp2b	Ifi44	10090.ENSMUSP00000029936	10090.ENSMUSP00000029671	0	0	0	0	0.137	0	0	0.604	0.644
Gbp2b	Parp9	10090.ENSMUSP00000029936	10090.ENSMUSP00000110528	0	0	0	0	0.110	0	0	0.361	0.407
Gbp2b	Tgtp1	10090.ENSMUSP00000029936	10090.ENSMUSP00000069914	0	0	0	0	0.091	0	0	0.393	0.425
Gbp2b	Oas1g	10090.ENSMUSP00000029936	10090.ENSMUSP00000083555	0	0	0	0	0.130	0	0	0.379	0.438
Gbp2b	Herc6	10090.ENSMUSP00000029936	10090.ENSMUSP00000031817	0	0	0	0	0.079	0	0	0.458	0.479
Gbp2b	Ifi204	10090.ENSMUSP00000029936	10090.ENSMUSP00000106845	0	0	0	0	0.129	0	0	0.440	0.491
Gbp2b	Stat2	10090.ENSMUSP00000029936	10090.ENSMUSP00000082855	0	0	0	0	0.091	0	0	0.478	0.505
Gbp2b	Gbp4	10090.ENSMUSP00000029936	10090.ENSMUSP00000098522	0	0	0.079	0.922	0.104	0.072	0	0.434	0.508
Gbp2b	Ifnb1	10090.ENSMUSP00000029936	10090.ENSMUSP00000056720	0	0	0	0	0.105	0	0	0.491	0.525
Gbp2b	Irf5	10090.ENSMUSP00000029936	10090.ENSMUSP00000127021	0	0	0	0	0.075	0	0	0.519	0.536
Gbp2b	Ifi44l	10090.ENSMUSP00000029936	10090.ENSMUSP00000044765	0	0	0	0	0.316	0	0	0.350	0.537
Gbp2b	Irgm2	10090.ENSMUSP00000029936	10090.ENSMUSP00000056001	0	0	0	0	0.170	0	0	0.485	0.554
Gbp2b	Oas3	10090.ENSMUSP00000029936	10090.ENSMUSP00000035588	0	0	0	0	0.144	0	0	0.553	0.601
Gbp2b	Irgm1	10090.ENSMUSP00000029936	10090.ENSMUSP00000050446	0	0	0	0	0.223	0	0	0.512	0.604
Gbp2b	Ifitm1	10090.ENSMUSP00000029936	10090.ENSMUSP00000101657	0	0	0	0	0.051	0.059	0	0.604	0.615
Gbp2b	Oasl2	10090.ENSMUSP00000029936	10090.ENSMUSP00000031542	0	0	0	0	0.124	0	0	0.581	0.617
Gbp2b	Tgtp2	10090.ENSMUSP00000029936	10090.ENSMUSP00000045025	0	0	0	0	0.105	0	0	0.607	0.633
Gbp2b	Ifng	10090.ENSMUSP00000029936	10090.ENSMUSP00000063800	0	0	0	0	0.120	0	0	0.606	0.639
Gbp2b	Igtp	10090.ENSMUSP00000029936	10090.ENSMUSP00000047356	0	0	0	0	0.183	0	0	0.604	0.662
Gbp2b	Iigp1	10090.ENSMUSP00000029936	10090.ENSMUSP00000032473	0	0	0	0	0.180	0	0	0.606	0.663
Gbp2b	Il18	10090.ENSMUSP00000029936	10090.ENSMUSP00000151002	0	0	0	0	0.060	0	0	0.677	0.684
Gbp2b	Isg15	10090.ENSMUSP00000029936	10090.ENSMUSP00000082548	0	0	0	0	0.138	0	0	0.658	0.693
Gbp2b	Gbp3	10090.ENSMUSP00000029936	10090.ENSMUSP00000101828	0	0	0.068	0.945	0.289	0.072	0	0.578	0.705
Gbp2b	Irf1	10090.ENSMUSP00000029936	10090.ENSMUSP00000104548	0	0	0	0	0.259	0	0	0.648	0.728
Gbp2b	Oas2	10090.ENSMUSP00000029936	10090.ENSMUSP00000080209	0	0	0	0	0.129	0	0	0.710	0.736
Gbp2b	Ifit3	10090.ENSMUSP00000029936	10090.ENSMUSP00000099889	0	0	0	0	0.125	0	0	0.752	0.773
Gbp2b	Isg20	10090.ENSMUSP00000029936	10090.ENSMUSP00000112621	0	0	0	0	0.106	0	0	0.760	0.777
Gbp2b	Ifit1	10090.ENSMUSP00000029936	10090.ENSMUSP00000099888	0	0	0	0	0.136	0	0	0.760	0.783
Gbp2b	Ifit2	10090.ENSMUSP00000029936	10090.ENSMUSP00000099890	0	0	0	0	0.121	0	0	0.766	0.785
Gbp2b	Stat1	10090.ENSMUSP00000029936	10090.ENSMUSP00000141132	0	0	0	0	0.190	0	0	0.754	0.792
Gbp2b	Gbp5	10090.ENSMUSP00000029936	10090.ENSMUSP00000087587	0	0	0.066	0.948	0.208	0.139	0.900	0.080	0.930
Gbp3	Ifi35	10090.ENSMUSP00000101828	10090.ENSMUSP00000010502	0	0	0	0	0.430	0	0	0.384	0.634
Gbp3	Rsad2	10090.ENSMUSP00000101828	10090.ENSMUSP00000020970	0	0	0	0	0.372	0	0	0.524	0.688
Gbp3	H2-K1	10090.ENSMUSP00000101828	10090.ENSMUSP00000025181	0	0	0	0	0.360	0	0	0.196	0.463
Gbp3	Tap2	10090.ENSMUSP00000101828	10090.ENSMUSP00000025197	0	0	0	0	0.401	0	0	0.155	0.472
Gbp3	Ifitm3	10090.ENSMUSP00000101828	10090.ENSMUSP00000026565	0	0	0	0	0.330	0.059	0	0.374	0.570
Gbp3	Irf7	10090.ENSMUSP00000101828	10090.ENSMUSP00000026571	0	0	0	0	0.413	0	0	0.656	0.789
Gbp3	Ifih1	10090.ENSMUSP00000101828	10090.ENSMUSP00000028259	0	0	0	0	0.585	0	0	0.396	0.738
Gbp3	Nmi	10090.ENSMUSP00000101828	10090.ENSMUSP00000028314	0	0	0	0	0.525	0	0	0.078	0.543
Gbp3	Il1b	10090.ENSMUSP00000101828	10090.ENSMUSP00000028881	0	0	0	0	0.186	0	0	0.301	0.407
Gbp3	Zbp1	10090.ENSMUSP00000101828	10090.ENSMUSP00000029018	0	0	0	0	0.467	0	0	0.104	0.503
Gbp3	Ifi44	10090.ENSMUSP00000101828	10090.ENSMUSP00000029671	0	0	0	0	0.534	0	0	0.578	0.795
Gbp3	Oasl2	10090.ENSMUSP00000101828	10090.ENSMUSP00000031542	0	0	0	0	0.656	0	0	0.492	0.818
Gbp3	Herc6	10090.ENSMUSP00000101828	10090.ENSMUSP00000031817	0	0	0	0	0.376	0	0	0.623	0.754
Gbp3	Iigp1	10090.ENSMUSP00000101828	10090.ENSMUSP00000032473	0	0	0	0	0.647	0	0	0.604	0.854
Gbp3	Trim30d	10090.ENSMUSP00000101828	10090.ENSMUSP00000033211	0	0	0	0	0.364	0	0	0.142	0.430
Gbp3	Trim21	10090.ENSMUSP00000101828	10090.ENSMUSP00000033264	0	0	0	0	0.564	0	0	0.275	0.670
Gbp3	Tlr3	10090.ENSMUSP00000101828	10090.ENSMUSP00000034056	0	0	0	0	0.265	0	0	0.249	0.424
Gbp3	Oas3	10090.ENSMUSP00000101828	10090.ENSMUSP00000035588	0	0	0	0	0.221	0	0	0.443	0.548
Gbp3	H2-M3	10090.ENSMUSP00000101828	10090.ENSMUSP00000035687	0	0	0	0	0.412	0	0	0	0.412
Gbp3	Parp14	10090.ENSMUSP00000101828	10090.ENSMUSP00000037657	0	0	0	0	0.545	0	0	0.298	0.667
Gbp3	Tnfsf10	10090.ENSMUSP00000101828	10090.ENSMUSP00000040271	0	0	0	0	0.291	0	0	0.223	0.426
Gbp3	Tgtp2	10090.ENSMUSP00000101828	10090.ENSMUSP00000045025	0	0	0	0	0.242	0	0	0.607	0.689
Gbp3	Igtp	10090.ENSMUSP00000101828	10090.ENSMUSP00000047356	0	0	0	0	0.788	0	0	0.728	0.940
Gbp3	Gbp7	10090.ENSMUSP00000101828	10090.ENSMUSP00000049104	0	0	0.052	0.976	0.787	0	0	0.386	0.865
