#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
1700013H16Rik	Slx	10090.ENSMUSP00000063474	10090.ENSMUSP00000094676	0	0	0	0	0	0	0	0.744	0.744
H1f4	H4c4	10090.ENSMUSP00000057308	10090.ENSMUSP00000100033	0	0	0	0	0.231	0.237	0	0.299	0.553
H1f4	H2aw	10090.ENSMUSP00000057308	10090.ENSMUSP00000104445	0	0.003	0	0	0.077	0.145	0	0.488	0.561
H1f4	H3f3b	10090.ENSMUSP00000057308	10090.ENSMUSP00000102062	0	0	0	0	0.072	0.204	0	0.463	0.569
H1f4	H2bc12	10090.ENSMUSP00000057308	10090.ENSMUSP00000106085	0	0.006	0	0	0.169	0.140	0	0.531	0.636
H1f4	H4c11	10090.ENSMUSP00000057308	10090.ENSMUSP00000085006	0	0	0	0	0.173	0.237	0	0.487	0.648
H1f4	Kdm4a	10090.ENSMUSP00000057308	10090.ENSMUSP00000102014	0	0	0	0	0	0.278	0	0.547	0.659
H1f4	H3c8	10090.ENSMUSP00000057308	10090.ENSMUSP00000079670	0	0	0	0	0.137	0.204	0	0.611	0.709
H1f5	Macroh2a1	10090.ENSMUSP00000079356	10090.ENSMUSP00000016081	0	0	0	0	0.056	0.244	0	0.323	0.475
H1f5	H2bc4	10090.ENSMUSP00000079356	10090.ENSMUSP00000018246	0	0.007	0	0	0.100	0.140	0	0.298	0.409
H1f5	Macroh2a2	10090.ENSMUSP00000079356	10090.ENSMUSP00000020283	0	0	0	0	0.067	0.244	0	0.238	0.416
H1f5	Nasp	10090.ENSMUSP00000079356	10090.ENSMUSP00000030456	0	0	0	0	0.153	0.292	0	0.169	0.458
H1f5	H1f8	10090.ENSMUSP00000079356	10090.ENSMUSP00000036951	0	0	0	0	0	0.051	0	0.716	0.718
H1f5	H2bc6	10090.ENSMUSP00000079356	10090.ENSMUSP00000061247	0	0.007	0	0	0.136	0.140	0	0.289	0.426
H1f5	H2bc8	10090.ENSMUSP00000079356	10090.ENSMUSP00000078239	0	0.007	0	0	0.173	0.140	0	0.291	0.452
H1f5	H2bc11	10090.ENSMUSP00000079356	10090.ENSMUSP00000106082	0	0.007	0	0	0.173	0.140	0	0.232	0.406
H1f5	H2bc9	10090.ENSMUSP00000079356	10090.ENSMUSP00000153277	0	0.007	0	0	0.172	0.140	0	0.233	0.406
H1f5	H2bc13	10090.ENSMUSP00000079356	10090.ENSMUSP00000089350	0	0.007	0	0	0.169	0.140	0	0.239	0.409
H1f5	H2bc14	10090.ENSMUSP00000079356	10090.ENSMUSP00000153457	0	0.007	0	0	0.173	0.140	0	0.251	0.421
H1f5	H2bc18	10090.ENSMUSP00000079356	10090.ENSMUSP00000135427	0	0.007	0	0	0.175	0.140	0	0.252	0.423
H1f5	H2bc15	10090.ENSMUSP00000079356	10090.ENSMUSP00000089301	0	0.007	0	0	0.173	0.140	0	0.269	0.434
H1f5	H2bc12	10090.ENSMUSP00000079356	10090.ENSMUSP00000106085	0	0.007	0	0	0.172	0.140	0	0.309	0.465
H1f5	H3f3b	10090.ENSMUSP00000079356	10090.ENSMUSP00000102062	0	0	0	0	0.069	0.204	0	0.366	0.490
H1f5	H3c10	10090.ENSMUSP00000079356	10090.ENSMUSP00000140394	0	0	0	0	0.129	0.204	0	0.366	0.522
H1f5	H3c11	10090.ENSMUSP00000079356	10090.ENSMUSP00000139663	0	0	0	0	0.140	0.204	0	0.380	0.539
H1f5	H3c8	10090.ENSMUSP00000079356	10090.ENSMUSP00000079670	0	0	0	0	0.141	0.204	0	0.396	0.551
H1f5	H3c1	10090.ENSMUSP00000079356	10090.ENSMUSP00000089293	0	0	0	0	0.152	0.204	0	0.394	0.556
H1f5	H4f16	10090.ENSMUSP00000079356	10090.ENSMUSP00000136357	0	0	0	0	0.132	0.237	0	0.485	0.629
H1f5	H4c8	10090.ENSMUSP00000079356	10090.ENSMUSP00000100037	0	0	0	0	0.168	0.237	0	0.475	0.637
H1f5	H4c9	10090.ENSMUSP00000079356	10090.ENSMUSP00000100042	0	0	0	0	0.170	0.237	0	0.476	0.639
H1f5	Hist1h4m	10090.ENSMUSP00000079356	10090.ENSMUSP00000100546	0	0	0	0	0.160	0.237	0	0.484	0.640
H1f5	H4c11	10090.ENSMUSP00000079356	10090.ENSMUSP00000085006	0	0	0	0	0.188	0.237	0	0.467	0.641
H1f5	H4c12	10090.ENSMUSP00000079356	10090.ENSMUSP00000100048	0	0	0	0	0.186	0.237	0	0.475	0.646
H1f5	H4c6	10090.ENSMUSP00000079356	10090.ENSMUSP00000100036	0	0	0	0	0.189	0.237	0	0.475	0.647
H1f5	H4c1	10090.ENSMUSP00000079356	10090.ENSMUSP00000100029	0	0	0	0	0.188	0.237	0	0.482	0.651
H1f5	Hist1h4n	10090.ENSMUSP00000079356	10090.ENSMUSP00000100044	0	0	0	0	0.186	0.237	0	0.485	0.652
H1f5	H4c3	10090.ENSMUSP00000079356	10090.ENSMUSP00000100032	0	0	0	0	0.186	0.237	0	0.487	0.654
H1f5	H4c14	10090.ENSMUSP00000079356	10090.ENSMUSP00000129930	0	0	0	0	0.186	0.237	0	0.488	0.654
H1f5	H4c2	10090.ENSMUSP00000079356	10090.ENSMUSP00000100030	0	0	0	0	0.188	0.237	0	0.489	0.656
H1f5	H4c4	10090.ENSMUSP00000079356	10090.ENSMUSP00000100033	0	0	0	0	0.238	0.237	0	0.550	0.715
H1f6	Sycp3	10090.ENSMUSP00000037304	10090.ENSMUSP00000020252	0	0	0	0	0	0.062	0	0.717	0.723
H1f6	Macroh2a2	10090.ENSMUSP00000037304	10090.ENSMUSP00000020283	0	0	0	0	0.057	0.244	0	0.305	0.461
H1f6	Tnp1	10090.ENSMUSP00000037304	10090.ENSMUSP00000027374	0	0	0	0	0.044	0	0	0.441	0.442
H1f6	Nasp	10090.ENSMUSP00000037304	10090.ENSMUSP00000030456	0	0	0	0	0.060	0	0	0.390	0.402
H1f6	H1f8	10090.ENSMUSP00000037304	10090.ENSMUSP00000036951	0	0	0	0	0.160	0.051	0	0.889	0.903
H1f6	H2bc8	10090.ENSMUSP00000037304	10090.ENSMUSP00000078239	0	0	0	0	0.133	0.140	0	0.266	0.405
H1f6	H4c1	10090.ENSMUSP00000037304	10090.ENSMUSP00000100029	0	0	0	0	0.155	0.237	0	0.166	0.416
H1f6	H2ac18	10090.ENSMUSP00000037304	10090.ENSMUSP00000077814	0	0	0	0	0.077	0.145	0	0.319	0.416
H1f6	H4c3	10090.ENSMUSP00000037304	10090.ENSMUSP00000100032	0	0	0	0	0.152	0.237	0	0.221	0.453
H1f6	H3f3b	10090.ENSMUSP00000037304	10090.ENSMUSP00000102062	0	0	0	0	0.065	0.204	0	0.340	0.466
H1f6	H3c8	10090.ENSMUSP00000037304	10090.ENSMUSP00000079670	0	0	0	0	0.109	0.204	0	0.332	0.485
H1f6	H2al2a	10090.ENSMUSP00000037304	10090.ENSMUSP00000100618	0	0	0	0	0.105	0.145	0	0.492	0.578
H1f6	H2bc1	10090.ENSMUSP00000037304	10090.ENSMUSP00000056604	0	0	0	0	0.155	0.140	0	0.505	0.609
H1f6	Tnp2	10090.ENSMUSP00000037304	10090.ENSMUSP00000053078	0	0	0	0	0.060	0	0	0.608	0.616
H1f6	H4c11	10090.ENSMUSP00000037304	10090.ENSMUSP00000085006	0	0	0	0	0.166	0.237	0	0.538	0.681
H1f8	Macroh2a2	10090.ENSMUSP00000036951	10090.ENSMUSP00000020283	0	0	0	0	0.065	0.244	0	0.375	0.520
H1f8	H4c14	10090.ENSMUSP00000036951	10090.ENSMUSP00000129930	0	0	0	0	0.118	0.292	0	0.118	0.401
H1f8	Hist1h4m	10090.ENSMUSP00000036951	10090.ENSMUSP00000100546	0	0	0	0	0.118	0.292	0	0.118	0.401
H1f8	Hist1h4n	10090.ENSMUSP00000036951	10090.ENSMUSP00000100044	0	0	0	0	0.118	0.292	0	0.118	0.401
H1f8	H4c9	10090.ENSMUSP00000036951	10090.ENSMUSP00000100042	0	0	0	0	0.118	0.292	0	0.118	0.401
H1f8	H4f16	10090.ENSMUSP00000036951	10090.ENSMUSP00000136357	0	0	0	0	0.118	0.292	0	0.118	0.401
H1f8	H4c8	10090.ENSMUSP00000036951	10090.ENSMUSP00000100037	0	0	0	0	0.118	0.292	0	0.118	0.401
H1f8	H4c6	10090.ENSMUSP00000036951	10090.ENSMUSP00000100036	0	0	0	0	0.118	0.292	0	0.118	0.401
H1f8	H4c12	10090.ENSMUSP00000036951	10090.ENSMUSP00000100048	0	0	0	0	0.118	0.292	0	0.118	0.401
H1f8	H4c3	10090.ENSMUSP00000036951	10090.ENSMUSP00000100032	0	0	0	0	0.118	0.292	0	0.118	0.401
H1f8	H4c2	10090.ENSMUSP00000036951	10090.ENSMUSP00000100030	0	0	0	0	0.118	0.292	0	0.118	0.401
H1f8	H4c1	10090.ENSMUSP00000036951	10090.ENSMUSP00000100029	0	0	0	0	0.118	0.292	0	0.118	0.401
H1f8	H4c4	10090.ENSMUSP00000036951	10090.ENSMUSP00000100033	0	0	0	0	0.118	0.292	0	0.146	0.420
H1f8	Npm2	10090.ENSMUSP00000036951	10090.ENSMUSP00000057365	0	0	0	0	0.116	0	0	0.379	0.428
H1f8	H3c8	10090.ENSMUSP00000036951	10090.ENSMUSP00000079670	0	0	0	0	0.066	0.278	0	0.269	0.464
H1f8	Kdm4d	10090.ENSMUSP00000036951	10090.ENSMUSP00000061632	0	0	0	0	0	0.117	0	0.417	0.464
H1f8	H4c11	10090.ENSMUSP00000036951	10090.ENSMUSP00000085006	0	0	0	0	0.118	0.292	0	0.237	0.482
H1f8	H3f3b	10090.ENSMUSP00000036951	10090.ENSMUSP00000102062	0	0	0	0	0.066	0.278	0	0.306	0.491
H1f8	H2bc1	10090.ENSMUSP00000036951	10090.ENSMUSP00000056604	0	0	0	0	0.104	0.225	0	0.354	0.512
H1f8	H2al2a	10090.ENSMUSP00000036951	10090.ENSMUSP00000100618	0	0	0	0	0.080	0.187	0	0.455	0.557
H1f8	Hils1	10090.ENSMUSP00000036951	10090.ENSMUSP00000039866	0	0	0	0	0.047	0	0	0.826	0.827
H2ac18	Kat2b	10090.ENSMUSP00000077814	10090.ENSMUSP00000000724	0	0	0	0	0	0.348	0.500	0.078	0.673
H2ac18	Macroh2a1	10090.ENSMUSP00000077814	10090.ENSMUSP00000016081	0	0	0	0.953	0	0.138	0.400	0.050	0.465
H2ac18	H2bc4	10090.ENSMUSP00000077814	10090.ENSMUSP00000018246	0	0.065	0	0	0.242	0.913	0.500	0.255	0.972
H2ac18	Hdac2	10090.ENSMUSP00000077814	10090.ENSMUSP00000019911	0	0	0	0	0	0.124	0.650	0.058	0.685
H2ac18	Macroh2a2	10090.ENSMUSP00000077814	10090.ENSMUSP00000020283	0	0	0	0.952	0	0.119	0.400	0.046	0.451
H2ac18	Tada2b	10090.ENSMUSP00000077814	10090.ENSMUSP00000031097	0	0	0	0	0.049	0.093	0.500	0.047	0.533
H2ac18	Rbbp7	10090.ENSMUSP00000077814	10090.ENSMUSP00000033720	0	0	0	0	0.046	0.234	0.500	0.065	0.612
H2ac18	Hcfc1	10090.ENSMUSP00000077814	10090.ENSMUSP00000033761	0	0	0	0	0	0.055	0.400	0	0.408
H2ac18	Supt16	10090.ENSMUSP00000077814	10090.ENSMUSP00000042283	0	0	0	0	0.069	0.302	0	0.204	0.437
H2ac18	Smarca5	10090.ENSMUSP00000077814	10090.ENSMUSP00000044361	0	0	0	0	0.052	0.267	0.500	0.078	0.636
H2ac18	Sirt6	10090.ENSMUSP00000077814	10090.ENSMUSP00000048971	0	0	0	0	0.077	0.064	0.500	0	0.530
H2ac18	H2bc1	10090.ENSMUSP00000077814	10090.ENSMUSP00000056604	0	0.063	0.203	0	0.216	0.167	0.500	0.186	0.755
H2ac18	H2bc6	10090.ENSMUSP00000077814	10090.ENSMUSP00000061247	0	0.065	0	0	0.234	0.913	0	0.315	0.951
H2ac18	Kdm6a	10090.ENSMUSP00000077814	10090.ENSMUSP00000061539	0	0	0	0	0	0.367	0.500	0.047	0.672
H2ac18	Mysm1	10090.ENSMUSP00000077814	10090.ENSMUSP00000075269	0	0	0	0	0	0.475	0.500	0.053	0.729
H2ac18	H2bu2	10090.ENSMUSP00000077814	10090.ENSMUSP00000076397	0	0.064	0	0	0.216	0.167	0.500	0.193	0.708
H2ac18	H2bc11	10090.ENSMUSP00000077814	10090.ENSMUSP00000106082	0	0.065	0	0	0.232	0.167	0	0.315	0.536
H2ac18	Kat2a	10090.ENSMUSP00000077814	10090.ENSMUSP00000099407	0	0	0	0	0	0.117	0.500	0.078	0.557
H2ac18	Rbbp4	10090.ENSMUSP00000077814	10090.ENSMUSP00000099658	0	0	0	0	0.046	0.234	0.500	0.065	0.612
H2ac18	Jarid2	10090.ENSMUSP00000077814	10090.ENSMUSP00000134205	0	0	0	0	0	0.279	0.500	0.062	0.632
H2ac18	Hist1h2bp	10090.ENSMUSP00000077814	10090.ENSMUSP00000106099	0	0.019	0	0	0.229	0.167	0.500	0.110	0.676
H2ac18	H3f3b	10090.ENSMUSP00000077814	10090.ENSMUSP00000102062	0	0.028	0	0	0.117	0.175	0.500	0.224	0.679
H2ac18	H3c8	10090.ENSMUSP00000077814	10090.ENSMUSP00000079670	0	0.028	0	0	0.135	0.175	0.500	0.214	0.682
H2ac18	Hdac4	10090.ENSMUSP00000077814	10090.ENSMUSP00000095249	0	0	0	0	0	0.124	0.650	0.053	0.684
H2ac18	Hdac1	10090.ENSMUSP00000077814	10090.ENSMUSP00000099657	0	0	0	0	0	0.124	0.650	0.058	0.685
H2ac18	H2bc14	10090.ENSMUSP00000077814	10090.ENSMUSP00000153457	0	0.065	0	0	0.232	0.167	0.500	0.159	0.703
H2ac18	H2bc3	10090.ENSMUSP00000077814	10090.ENSMUSP00000097294	0	0.065	0	0	0.240	0.167	0.500	0.173	0.711
H2ac18	H2bc9	10090.ENSMUSP00000077814	10090.ENSMUSP00000153277	0	0.065	0	0	0.239	0.167	0.500	0.177	0.712
H2ac18	H2bc15	10090.ENSMUSP00000077814	10090.ENSMUSP00000089301	0	0.065	0	0	0.239	0.167	0.500	0.220	0.727
H2ac18	H2bc12	10090.ENSMUSP00000077814	10090.ENSMUSP00000106085	0	0.065	0	0	0.239	0.167	0.500	0.250	0.737
H2ac18	H2bc21	10090.ENSMUSP00000077814	10090.ENSMUSP00000088287	0	0.064	0.202	0	0.216	0.167	0.500	0.276	0.782
H2ac18	H2bc18	10090.ENSMUSP00000077814	10090.ENSMUSP00000135427	0	0.065	0.204	0	0.240	0.287	0.500	0.249	0.813
H2ac18	H2aw	10090.ENSMUSP00000077814	10090.ENSMUSP00000104445	0	0	0.048	0.984	0.047	0.800	0.400	0.043	0.876
H2ac18	H2ac19	10090.ENSMUSP00000077814	10090.ENSMUSP00000100581	0	0	0.048	0.985	0.057	0.900	0	0	0.902
H2ac18	H4c4	10090.ENSMUSP00000077814	10090.ENSMUSP00000100033	0	0.021	0	0	0.199	0.917	0	0.326	0.951
H2ac18	H4c3	10090.ENSMUSP00000077814	10090.ENSMUSP00000100032	0	0.021	0	0	0.215	0.917	0	0.326	0.952
H2ac18	H4c2	10090.ENSMUSP00000077814	10090.ENSMUSP00000100030	0	0.021	0	0	0.224	0.914	0	0.358	0.953
H2ac18	H4c9	10090.ENSMUSP00000077814	10090.ENSMUSP00000100042	0	0.021	0	0	0.199	0.914	0	0.371	0.953
H2ac18	Hist1h4n	10090.ENSMUSP00000077814	10090.ENSMUSP00000100044	0	0.021	0	0	0.219	0.914	0	0.377	0.954
H2ac18	Hist1h4m	10090.ENSMUSP00000077814	10090.ENSMUSP00000100546	0	0.021	0	0	0.212	0.914	0	0.377	0.954
H2ac18	H4c6	10090.ENSMUSP00000077814	10090.ENSMUSP00000100036	0	0.021	0	0	0.230	0.917	0	0.367	0.956
H2ac18	H4c1	10090.ENSMUSP00000077814	10090.ENSMUSP00000100029	0	0.021	0	0	0.224	0.917	0	0.376	0.956
H2ac18	H4c14	10090.ENSMUSP00000077814	10090.ENSMUSP00000129930	0	0.021	0	0	0.215	0.917	0	0.381	0.956
H2ac18	H2bc8	10090.ENSMUSP00000077814	10090.ENSMUSP00000078239	0	0.065	0	0	0.236	0.913	0	0.395	0.957
H2ac18	H4f16	10090.ENSMUSP00000077814	10090.ENSMUSP00000136357	0	0.021	0	0	0.199	0.917	0	0.410	0.957
H2ac18	H4c8	10090.ENSMUSP00000077814	10090.ENSMUSP00000100037	0	0.021	0	0	0.235	0.914	0	0.411	0.958
H2ac18	H4c12	10090.ENSMUSP00000077814	10090.ENSMUSP00000100048	0	0.021	0	0	0.224	0.917	0	0.462	0.962
H2ac18	H4c11	10090.ENSMUSP00000077814	10090.ENSMUSP00000085006	0	0.021	0	0	0.224	0.917	0.500	0.415	0.978
H2ac19	H2bc4	10090.ENSMUSP00000100581	10090.ENSMUSP00000018246	0	0.065	0	0	0.252	0.913	0	0.191	0.944
H2ac19	H2bc1	10090.ENSMUSP00000100581	10090.ENSMUSP00000056604	0	0.063	0.203	0	0.216	0.167	0	0.101	0.482
H2ac19	H2bc6	10090.ENSMUSP00000100581	10090.ENSMUSP00000061247	0	0.065	0	0	0.237	0.913	0	0.214	0.944
H2ac19	H2bu2	10090.ENSMUSP00000100581	10090.ENSMUSP00000076397	0	0.064	0	0	0.216	0.167	0	0.153	0.413
H2ac19	H2bc8	10090.ENSMUSP00000100581	10090.ENSMUSP00000078239	0	0.065	0	0	0.242	0.913	0	0.319	0.952
H2ac19	H4c11	10090.ENSMUSP00000100581	10090.ENSMUSP00000085006	0	0.021	0	0	0.224	0.917	0	0.299	0.950
H2ac19	H2bc21	10090.ENSMUSP00000100581	10090.ENSMUSP00000088287	0	0.064	0.202	0	0.216	0.167	0	0.151	0.511
H2ac19	H2bc15	10090.ENSMUSP00000100581	10090.ENSMUSP00000089301	0	0.065	0	0	0.240	0.167	0	0.115	0.407
H2ac19	H4c1	10090.ENSMUSP00000100581	10090.ENSMUSP00000100029	0	0.021	0	0	0.226	0.917	0	0.352	0.954
H2ac19	H4c2	10090.ENSMUSP00000100581	10090.ENSMUSP00000100030	0	0.021	0	0	0.224	0.914	0	0.326	0.951
H2ac19	H4c3	10090.ENSMUSP00000100581	10090.ENSMUSP00000100032	0	0.021	0	0	0.225	0.917	0	0.304	0.951
H2ac19	H4c4	10090.ENSMUSP00000100581	10090.ENSMUSP00000100033	0	0.021	0	0	0.217	0.917	0	0.320	0.952
H2ac19	H4c6	10090.ENSMUSP00000100581	10090.ENSMUSP00000100036	0	0.021	0	0	0.225	0.917	0	0.326	0.952
H2ac19	H4c8	10090.ENSMUSP00000100581	10090.ENSMUSP00000100037	0	0.021	0	0	0.244	0.914	0	0.390	0.957
H2ac19	H4c9	10090.ENSMUSP00000100581	10090.ENSMUSP00000100042	0	0.021	0	0	0.199	0.914	0	0.326	0.949
H2ac19	Hist1h4n	10090.ENSMUSP00000100581	10090.ENSMUSP00000100044	0	0.021	0	0	0.224	0.914	0	0.353	0.953
H2ac19	H4c12	10090.ENSMUSP00000100581	10090.ENSMUSP00000100048	0	0.021	0	0	0.219	0.917	0	0.470	0.962
H2ac19	Hist1h4m	10090.ENSMUSP00000100581	10090.ENSMUSP00000100546	0	0.021	0	0	0.199	0.914	0	0.353	0.951
H2ac19	H2bc12	10090.ENSMUSP00000100581	10090.ENSMUSP00000106085	0	0.065	0	0	0.240	0.167	0	0.119	0.409
H2ac19	H2bc9	10090.ENSMUSP00000100581	10090.ENSMUSP00000153277	0	0.065	0	0	0.240	0.167	0	0.121	0.411
H2ac19	H2bc11	10090.ENSMUSP00000100581	10090.ENSMUSP00000106082	0	0.065	0	0	0.239	0.167	0	0.216	0.474
H2ac19	H2bc18	10090.ENSMUSP00000100581	10090.ENSMUSP00000135427	0	0.065	0.204	0	0.242	0.287	0	0.194	0.617
H2ac19	H2aw	10090.ENSMUSP00000100581	10090.ENSMUSP00000104445	0	0	0.048	0.984	0	0.800	0	0.044	0.802
H2ac19	H4f16	10090.ENSMUSP00000100581	10090.ENSMUSP00000136357	0	0.021	0	0	0.199	0.917	0	0.325	0.951
H2ac19	H4c14	10090.ENSMUSP00000100581	10090.ENSMUSP00000129930	0	0.021	0	0	0.223	0.917	0	0.354	0.954
H2al2a	Hdac2	10090.ENSMUSP00000100618	10090.ENSMUSP00000019911	0	0	0	0	0	0.124	0.650	0.095	0.698
H2al2a	Tnp1	10090.ENSMUSP00000100618	10090.ENSMUSP00000027374	0	0	0	0	0.175	0	0	0.465	0.539
H2al2a	Hils1	10090.ENSMUSP00000100618	10090.ENSMUSP00000039866	0	0	0	0	0.161	0.145	0	0.615	0.699
H2al2a	Supt16	10090.ENSMUSP00000100618	10090.ENSMUSP00000042283	0	0	0	0	0.069	0.302	0	0.154	0.402
H2al2a	Tnp2	10090.ENSMUSP00000100618	10090.ENSMUSP00000053078	0	0	0	0	0.168	0	0	0.490	0.557
H2al2a	H2bfm	10090.ENSMUSP00000100618	10090.ENSMUSP00000055261	0	0	0	0	0.216	0.167	0	0.246	0.465
H2al2a	H2bc1	10090.ENSMUSP00000100618	10090.ENSMUSP00000056604	0	0	0	0	0.216	0.167	0	0.746	0.819
H2al2a	Kdm6a	10090.ENSMUSP00000100618	10090.ENSMUSP00000061539	0	0	0	0	0	0.367	0	0.098	0.405
H2al2a	H3c8	10090.ENSMUSP00000100618	10090.ENSMUSP00000079670	0	0	0	0	0.117	0.175	0	0.294	0.440
H2al2a	H4c11	10090.ENSMUSP00000100618	10090.ENSMUSP00000085006	0	0	0	0	0.199	0.205	0	0.391	0.578
H2al2a	Hist1h2bq	10090.ENSMUSP00000100618	10090.ENSMUSP00000089343	0	0	0	0	0.216	0.167	0	0.173	0.413
H2al2a	Hdac4	10090.ENSMUSP00000100618	10090.ENSMUSP00000095249	0	0	0	0	0	0.124	0.650	0.053	0.684
H2al2a	Hdac1	10090.ENSMUSP00000100618	10090.ENSMUSP00000099657	0	0	0	0	0	0.124	0.650	0.097	0.699
H2al2a	H4c4	10090.ENSMUSP00000100618	10090.ENSMUSP00000100033	0	0	0	0	0.199	0.205	0	0.135	0.401
H2al2a	Nap1l2	10090.ENSMUSP00000100618	10090.ENSMUSP00000112677	0	0	0	0	0	0.240	0	0.257	0.411
H2al2a	H2bc18	10090.ENSMUSP00000100618	10090.ENSMUSP00000135427	0	0	0	0	0.216	0.287	0	0.106	0.457
H2al2a	H3f3b	10090.ENSMUSP00000100618	10090.ENSMUSP00000102062	0	0	0	0	0.117	0.175	0	0.380	0.509
H2aw	Kat2b	10090.ENSMUSP00000104445	10090.ENSMUSP00000000724	0	0	0	0	0	0.117	0.500	0.078	0.557
H2aw	Macroh2a1	10090.ENSMUSP00000104445	10090.ENSMUSP00000016081	0	0	0	0.953	0	0.138	0.400	0.046	0.463
H2aw	H2bc4	10090.ENSMUSP00000104445	10090.ENSMUSP00000018246	0	0.020	0	0	0.321	0.913	0.500	0.164	0.972
H2aw	Hdac2	10090.ENSMUSP00000104445	10090.ENSMUSP00000019911	0	0	0	0	0	0.124	0.650	0.058	0.685
H2aw	Macroh2a2	10090.ENSMUSP00000104445	10090.ENSMUSP00000020283	0	0	0	0.951	0	0.119	0.400	0.049	0.453
H2aw	Tada2b	10090.ENSMUSP00000104445	10090.ENSMUSP00000031097	0	0	0	0	0.049	0.093	0.500	0.047	0.533
H2aw	Rbbp7	10090.ENSMUSP00000104445	10090.ENSMUSP00000033720	0	0	0	0	0.046	0.234	0.500	0.065	0.612
H2aw	Hcfc1	10090.ENSMUSP00000104445	10090.ENSMUSP00000033761	0	0	0	0	0	0.055	0.400	0	0.408
H2aw	Smarca5	10090.ENSMUSP00000104445	10090.ENSMUSP00000044361	0	0	0	0	0.052	0.267	0.400	0.124	0.585
H2aw	Sirt6	10090.ENSMUSP00000104445	10090.ENSMUSP00000048971	0	0	0	0	0.077	0.064	0.500	0	0.530
H2aw	H2bc1	10090.ENSMUSP00000104445	10090.ENSMUSP00000056604	0	0.035	0.203	0	0.216	0.167	0.500	0.430	0.824
H2aw	H2bc6	10090.ENSMUSP00000104445	10090.ENSMUSP00000061247	0	0.020	0	0	0.232	0.913	0	0.194	0.941
H2aw	Kdm6a	10090.ENSMUSP00000104445	10090.ENSMUSP00000061539	0	0	0	0	0	0.367	0.500	0.075	0.681
H2aw	Mysm1	10090.ENSMUSP00000104445	10090.ENSMUSP00000075269	0	0	0	0	0	0.289	0.500	0.053	0.633
H2aw	H2bu2	10090.ENSMUSP00000104445	10090.ENSMUSP00000076397	0	0.020	0	0	0.321	0.167	0.500	0.170	0.734
H2aw	H2bc8	10090.ENSMUSP00000104445	10090.ENSMUSP00000078239	0	0.020	0	0	0.229	0.913	0	0.292	0.948
H2aw	H3c8	10090.ENSMUSP00000104445	10090.ENSMUSP00000079670	0	0.028	0	0	0.117	0.175	0.500	0.390	0.748
H2aw	H4c11	10090.ENSMUSP00000104445	10090.ENSMUSP00000085006	0	0.021	0	0	0.212	0.917	0.500	0.257	0.972
H2aw	H2bc21	10090.ENSMUSP00000104445	10090.ENSMUSP00000088287	0	0.020	0.203	0	0.352	0.167	0.500	0.105	0.772
H2aw	H2bc15	10090.ENSMUSP00000104445	10090.ENSMUSP00000089301	0	0.020	0	0	0.216	0.167	0.500	0.194	0.701
H2aw	H2bc13	10090.ENSMUSP00000104445	10090.ENSMUSP00000089350	0	0.020	0	0	0.216	0.167	0	0.226	0.450
H2aw	Hdac4	10090.ENSMUSP00000104445	10090.ENSMUSP00000095249	0	0	0	0	0	0.124	0.650	0.053	0.684
H2aw	H2bc3	10090.ENSMUSP00000104445	10090.ENSMUSP00000097294	0	0.065	0	0	0.229	0.167	0.500	0.068	0.669
H2aw	Kat2a	10090.ENSMUSP00000104445	10090.ENSMUSP00000099407	0	0	0	0	0	0.117	0.500	0.078	0.557
H2aw	Hdac1	10090.ENSMUSP00000104445	10090.ENSMUSP00000099657	0	0	0	0	0.042	0.124	0.650	0.058	0.686
H2aw	Rbbp4	10090.ENSMUSP00000104445	10090.ENSMUSP00000099658	0	0	0	0	0.046	0.234	0.500	0.065	0.612
H2aw	H4c1	10090.ENSMUSP00000104445	10090.ENSMUSP00000100029	0	0.021	0	0	0.215	0.917	0	0.365	0.955
H2aw	H4c2	10090.ENSMUSP00000104445	10090.ENSMUSP00000100030	0	0.021	0	0	0.199	0.914	0	0.416	0.956
H2aw	H4c3	10090.ENSMUSP00000104445	10090.ENSMUSP00000100032	0	0.021	0	0	0.199	0.917	0	0.345	0.952
H2aw	H4c4	10090.ENSMUSP00000104445	10090.ENSMUSP00000100033	0	0.021	0	0	0.199	0.917	0	0.326	0.951
H2aw	H4c6	10090.ENSMUSP00000104445	10090.ENSMUSP00000100036	0	0.021	0	0	0.212	0.917	0	0.355	0.954
H2aw	H4c8	10090.ENSMUSP00000104445	10090.ENSMUSP00000100037	0	0.021	0	0	0.212	0.914	0	0.325	0.950
H2aw	H4c9	10090.ENSMUSP00000104445	10090.ENSMUSP00000100042	0	0.021	0	0	0.199	0.914	0	0.414	0.956
H2aw	Hist1h4n	10090.ENSMUSP00000104445	10090.ENSMUSP00000100044	0	0.021	0	0	0.199	0.914	0	0.366	0.952
H2aw	H4c12	10090.ENSMUSP00000104445	10090.ENSMUSP00000100048	0	0.021	0	0	0.199	0.917	0	0.355	0.953
H2aw	Hist1h4m	10090.ENSMUSP00000104445	10090.ENSMUSP00000100546	0	0.021	0	0	0.199	0.914	0	0.384	0.954
H2aw	H3f3b	10090.ENSMUSP00000104445	10090.ENSMUSP00000102062	0	0.028	0	0	0.121	0.913	0.500	0.098	0.961
